Year,Month,WeekNumber,CalendarDate,WeekStartDate,WeekEndDate
2019,July,31,3/08/2019,29/07/2019,4/08/2019
2019,July,31,4/08/2019,29/07/2019,4/08/2019
2019,August,32,5/08/2019,5/08/2019,11/08/2019
2019,August,32,6/08/2019,5/08/2019,11/08/2019
2019,August,32,7/08/2019,5/08/2019,11/08/2019
2019,August,32,8/08/2019,5/08/2019,11/08/2019
2019,August,32,9/08/2019,5/08/2019,11/08/2019
2019,August,32,10/08/2019,5/08/2019,11/08/2019
2019,August,32,11/08/2019,5/08/2019,11/08/2019
2019,August,33,12/08/2019,12/08/2019,18/08/2019
2019,August,33,13/08/2019,12/08/2019,18/08/2019
2019,August,33,14/08/2019,12/08/2019,18/08/2019
2019,August,33,15/08/2019,12/08/2019,18/08/2019
2019,August,33,16/08/2019,12/08/2019,18/08/2019
2019,August,33,17/08/2019,12/08/2019,18/08/2019
2019,August,33,18/08/2019,12/08/2019,18/08/2019
2019,August,34,19/08/2019,19/08/2019,25/08/2019
2019,August,34,20/08/2019,19/08/2019,25/08/2019
2019,August,34,21/08/2019,19/08/2019,25/08/2019
2019,August,34,22/08/2019,19/08/2019,25/08/2019
2019,August,34,23/08/2019,19/08/2019,25/08/2019
2019,August,34,24/08/2019,19/08/2019,25/08/2019
2019,August,34,25/08/2019,19/08/2019,25/08/2019
2019,August,35,26/08/2019,26/08/2019,1/09/2019
2019,August,35,27/08/2019,26/08/2019,1/09/2019
2019,August,35,28/08/2019,26/08/2019,1/09/2019
2019,August,35,29/08/2019,26/08/2019,1/09/2019
2019,August,35,30/08/2019,26/08/2019,1/09/2019
2019,August,35,31/08/2019,26/08/2019,1/09/2019
2019,August,35,1/09/2019,26/08/2019,1/09/2019
2019,August,36,2/09/2019,2/09/2019,8/09/2019
2019,August,36,3/09/2019,2/09/2019,8/09/2019
2019,August,36,4/09/2019,2/09/2019,8/09/2019
2019,August,36,5/09/2019,2/09/2019,8/09/2019
2019,August,36,6/09/2019,2/09/2019,8/09/2019
2019,August,36,7/09/2019,2/09/2019,8/09/2019
2019,August,36,8/09/2019,2/09/2019,8/09/2019
2019,September,37,9/09/2019,9/09/2019,15/09/2019
2019,September,37,10/09/2019,9/09/2019,15/09/2019
2019,September,37,11/09/2019,9/09/2019,15/09/2019
2019,September,37,12/09/2019,9/09/2019,15/09/2019
2019,September,37,13/09/2019,9/09/2019,15/09/2019
2019,September,37,14/09/2019,9/09/2019,15/09/2019
2019,September,37,15/09/2019,9/09/2019,15/09/2019
2019,September,38,16/09/2019,16/09/2019,22/09/2019
2019,September,38,17/09/2019,16/09/2019,22/09/2019
2019,September,38,18/09/2019,16/09/2019,22/09/2019
2019,September,38,19/09/2019,16/09/2019,22/09/2019
2019,September,38,20/09/2019,16/09/2019,22/09/2019
2019,September,38,21/09/2019,16/09/2019,22/09/2019
2019,September,38,22/09/2019,16/09/2019,22/09/2019
2019,September,39,23/09/2019,23/09/2019,29/09/2019
2019,September,39,24/09/2019,23/09/2019,29/09/2019
2019,September,39,25/09/2019,23/09/2019,29/09/2019
2019,September,39,26/09/2019,23/09/2019,29/09/2019
2019,September,39,27/09/2019,23/09/2019,29/09/2019
2019,September,39,28/09/2019,23/09/2019,29/09/2019
2019,September,39,29/09/2019,23/09/2019,29/09/2019
2019,September,40,30/09/2019,30/09/2019,6/10/2019
2019,September,40,1/10/2019,30/09/2019,6/10/2019
2019,September,40,2/10/2019,30/09/2019,6/10/2019
2019,September,40,3/10/2019,30/09/2019,6/10/2019
2019,September,40,4/10/2019,30/09/2019,6/10/2019
2019,September,40,5/10/2019,30/09/2019,6/10/2019
2019,September,40,6/10/2019,30/09/2019,6/10/2019
2019,October,41,7/10/2019,7/10/2019,13/10/2019
2019,October,41,8/10/2019,7/10/2019,13/10/2019
2019,October,41,9/10/2019,7/10/2019,13/10/2019
2019,October,41,10/10/2019,7/10/2019,13/10/2019
2019,October,41,11/10/2019,7/10/2019,13/10/2019
2019,October,41,12/10/2019,7/10/2019,13/10/2019
2019,October,41,13/10/2019,7/10/2019,13/10/2019
2019,October,42,14/10/2019,14/10/2019,20/10/2019
2019,October,42,15/10/2019,14/10/2019,20/10/2019
2019,October,42,16/10/2019,14/10/2019,20/10/2019
2019,October,42,17/10/2019,14/10/2019,20/10/2019
2019,October,42,18/10/2019,14/10/2019,20/10/2019
2019,October,42,19/10/2019,14/10/2019,20/10/2019
2019,October,42,20/10/2019,14/10/2019,20/10/2019
2019,October,43,21/10/2019,21/10/2019,27/10/2019
2019,October,43,22/10/2019,21/10/2019,27/10/2019
2019,October,43,23/10/2019,21/10/2019,27/10/2019
2019,October,43,24/10/2019,21/10/2019,27/10/2019
2019,October,43,25/10/2019,21/10/2019,27/10/2019
2019,October,43,26/10/2019,21/10/2019,27/10/2019
2019,October,43,27/10/2019,21/10/2019,27/10/2019
2019,October,44,28/10/2019,28/10/2019,3/11/2019
2019,October,44,29/10/2019,28/10/2019,3/11/2019
2019,October,44,30/10/2019,28/10/2019,3/11/2019
2019,October,44,31/10/2019,28/10/2019,3/11/2019
2019,October,44,1/11/2019,28/10/2019,3/11/2019
2019,October,44,2/11/2019,28/10/2019,3/11/2019
2019,October,44,3/11/2019,28/10/2019,3/11/2019
2019,November,45,4/11/2019,4/11/2019,10/11/2019
2019,November,45,5/11/2019,4/11/2019,10/11/2019
2019,November,45,6/11/2019,4/11/2019,10/11/2019
2019,November,45,7/11/2019,4/11/2019,10/11/2019
2019,November,45,8/11/2019,4/11/2019,10/11/2019
2019,November,45,9/11/2019,4/11/2019,10/11/2019
2019,November,45,10/11/2019,4/11/2019,10/11/2019
2019,November,46,11/11/2019,11/11/2019,17/11/2019
2019,November,46,12/11/2019,11/11/2019,17/11/2019
2019,November,46,13/11/2019,11/11/2019,17/11/2019
2019,November,46,14/11/2019,11/11/2019,17/11/2019
2019,November,46,15/11/2019,11/11/2019,17/11/2019
2019,November,46,16/11/2019,11/11/2019,17/11/2019
2019,November,46,17/11/2019,11/11/2019,17/11/2019
2019,November,47,18/11/2019,18/11/2019,24/11/2019
2019,November,47,19/11/2019,18/11/2019,24/11/2019
2019,November,47,20/11/2019,18/11/2019,24/11/2019
2019,November,47,21/11/2019,18/11/2019,24/11/2019
2019,November,47,22/11/2019,18/11/2019,24/11/2019
2019,November,47,23/11/2019,18/11/2019,24/11/2019
2019,November,47,24/11/2019,18/11/2019,24/11/2019
2019,November,48,25/11/2019,25/11/2019,1/12/2019
2019,November,48,26/11/2019,25/11/2019,1/12/2019
2019,November,48,27/11/2019,25/11/2019,1/12/2019
2019,November,48,28/11/2019,25/11/2019,1/12/2019
2019,November,48,29/11/2019,25/11/2019,1/12/2019
2019,November,48,30/11/2019,25/11/2019,1/12/2019
2019,November,48,1/12/2019,25/11/2019,1/12/2019
2019,December,49,2/12/2019,2/12/2019,8/12/2019
2019,December,49,3/12/2019,2/12/2019,8/12/2019
2019,December,49,4/12/2019,2/12/2019,8/12/2019
2019,December,49,5/12/2019,2/12/2019,8/12/2019
2019,December,49,6/12/2019,2/12/2019,8/12/2019
2019,December,49,7/12/2019,2/12/2019,8/12/2019
2019,December,49,8/12/2019,2/12/2019,8/12/2019
2019,December,50,9/12/2019,9/12/2019,15/12/2019
2019,December,50,10/12/2019,9/12/2019,15/12/2019
2019,December,50,11/12/2019,9/12/2019,15/12/2019
2019,December,50,12/12/2019,9/12/2019,15/12/2019
2019,December,50,13/12/2019,9/12/2019,15/12/2019
2019,December,50,14/12/2019,9/12/2019,15/12/2019
2019,December,50,15/12/2019,9/12/2019,15/12/2019
2019,December,51,16/12/2019,16/12/2019,22/12/2019
2019,December,51,17/12/2019,16/12/2019,22/12/2019
2019,December,51,18/12/2019,16/12/2019,22/12/2019
2019,December,51,19/12/2019,16/12/2019,22/12/2019
2019,December,51,20/12/2019,16/12/2019,22/12/2019
2019,December,51,21/12/2019,16/12/2019,22/12/2019
2019,December,51,22/12/2019,16/12/2019,22/12/2019
2019,December,52,23/12/2019,23/12/2019,29/12/2019
2019,December,52,24/12/2019,23/12/2019,29/12/2019
2019,December,52,25/12/2019,23/12/2019,29/12/2019
2019,December,52,26/12/2019,23/12/2019,29/12/2019
2019,December,52,27/12/2019,23/12/2019,29/12/2019
2019,December,52,28/12/2019,23/12/2019,29/12/2019
2019,December,52,29/12/2019,23/12/2019,29/12/2019
2019,December,53,30/12/2019,30/12/2019,5/01/2020
2019,December,53,31/12/2019,30/12/2019,5/01/2020
2019,December,53,1/01/2020,30/12/2019,5/01/2020
2019,December,53,2/01/2020,30/12/2019,5/01/2020
2019,December,53,3/01/2020,30/12/2019,5/01/2020
2019,December,53,4/01/2020,30/12/2019,5/01/2020
2019,December,53,5/01/2020,30/12/2019,5/01/2020
2020,January,1,6/01/2020,6/01/2020,12/01/2020
2020,January,1,7/01/2020,6/01/2020,12/01/2020
2020,January,1,8/01/2020,6/01/2020,12/01/2020
2020,January,1,9/01/2020,6/01/2020,12/01/2020
2020,January,1,10/01/2020,6/01/2020,12/01/2020
2020,January,1,11/01/2020,6/01/2020,12/01/2020
2020,January,1,12/01/2020,6/01/2020,12/01/2020
2020,January,2,13/01/2020,13/01/2020,19/01/2020
2020,January,2,14/01/2020,13/01/2020,19/01/2020
2020,January,2,15/01/2020,13/01/2020,19/01/2020
2020,January,2,16/01/2020,13/01/2020,19/01/2020
2020,January,2,17/01/2020,13/01/2020,19/01/2020
2020,January,2,18/01/2020,13/01/2020,19/01/2020
2020,January,2,19/01/2020,13/01/2020,19/01/2020
2020,January,3,20/01/2020,20/01/2020,26/01/2020
2020,January,3,21/01/2020,20/01/2020,26/01/2020
2020,January,3,22/01/2020,20/01/2020,26/01/2020
2020,January,3,23/01/2020,20/01/2020,26/01/2020
2020,January,3,24/01/2020,20/01/2020,26/01/2020
2020,January,3,25/01/2020,20/01/2020,26/01/2020
2020,January,3,26/01/2020,20/01/2020,26/01/2020
2020,January,4,27/01/2020,27/01/2020,2/02/2020
2020,January,4,28/01/2020,27/01/2020,2/02/2020
2020,January,4,29/01/2020,27/01/2020,2/02/2020
2020,January,4,30/01/2020,27/01/2020,2/02/2020
2020,January,4,31/01/2020,27/01/2020,2/02/2020
2020,January,4,1/02/2020,27/01/2020,2/02/2020
2020,January,4,2/02/2020,27/01/2020,2/02/2020
2020,February,5,3/02/2020,3/02/2020,9/02/2020
2020,February,5,4/02/2020,3/02/2020,9/02/2020
2020,February,5,5/02/2020,3/02/2020,9/02/2020
2020,February,5,6/02/2020,3/02/2020,9/02/2020
2020,February,5,7/02/2020,3/02/2020,9/02/2020
2020,February,5,8/02/2020,3/02/2020,9/02/2020
2020,February,5,9/02/2020,3/02/2020,9/02/2020
2020,February,6,10/02/2020,10/02/2020,16/02/2020
2020,February,6,11/02/2020,10/02/2020,16/02/2020
2020,February,6,12/02/2020,10/02/2020,16/02/2020
2020,February,6,13/02/2020,10/02/2020,16/02/2020
2020,February,6,14/02/2020,10/02/2020,16/02/2020
2020,February,6,15/02/2020,10/02/2020,16/02/2020
2020,February,6,16/02/2020,10/02/2020,16/02/2020
2020,February,7,17/02/2020,17/02/2020,23/02/2020
2020,February,7,18/02/2020,17/02/2020,23/02/2020
2020,February,7,19/02/2020,17/02/2020,23/02/2020
2020,February,7,20/02/2020,17/02/2020,23/02/2020
2020,February,7,21/02/2020,17/02/2020,23/02/2020
2020,February,7,22/02/2020,17/02/2020,23/02/2020
2020,February,7,23/02/2020,17/02/2020,23/02/2020
2020,February,8,24/02/2020,24/02/2020,1/03/2020
2020,February,8,25/02/2020,24/02/2020,1/03/2020
2020,February,8,26/02/2020,24/02/2020,1/03/2020
2020,February,8,27/02/2020,24/02/2020,1/03/2020
2020,February,8,28/02/2020,24/02/2020,1/03/2020
2020,February,8,29/02/2020,24/02/2020,1/03/2020
2020,February,8,1/03/2020,24/02/2020,1/03/2020
2020,February,9,2/03/2020,2/03/2020,8/03/2020
2020,February,9,3/03/2020,2/03/2020,8/03/2020
2020,February,9,4/03/2020,2/03/2020,8/03/2020
2020,February,9,5/03/2020,2/03/2020,8/03/2020
2020,February,9,6/03/2020,2/03/2020,8/03/2020
2020,February,9,7/03/2020,2/03/2020,8/03/2020
2020,February,9,8/03/2020,2/03/2020,8/03/2020
2020,March,10,9/03/2020,9/03/2020,15/03/2020
2020,March,10,10/03/2020,9/03/2020,15/03/2020
2020,March,10,11/03/2020,9/03/2020,15/03/2020
2020,March,10,12/03/2020,9/03/2020,15/03/2020
2020,March,10,13/03/2020,9/03/2020,15/03/2020
2020,March,10,14/03/2020,9/03/2020,15/03/2020
2020,March,10,15/03/2020,9/03/2020,15/03/2020
2020,March,11,16/03/2020,16/03/2020,22/03/2020
2020,March,11,17/03/2020,16/03/2020,22/03/2020
2020,March,11,18/03/2020,16/03/2020,22/03/2020
2020,March,11,19/03/2020,16/03/2020,22/03/2020
2020,March,11,20/03/2020,16/03/2020,22/03/2020
2020,March,11,21/03/2020,16/03/2020,22/03/2020
2020,March,11,22/03/2020,16/03/2020,22/03/2020
2020,March,12,23/03/2020,23/03/2020,29/03/2020
2020,March,12,24/03/2020,23/03/2020,29/03/2020
2020,March,12,25/03/2020,23/03/2020,29/03/2020
2020,March,12,26/03/2020,23/03/2020,29/03/2020
2020,March,12,27/03/2020,23/03/2020,29/03/2020
2020,March,12,28/03/2020,23/03/2020,29/03/2020
2020,March,12,29/03/2020,23/03/2020,29/03/2020
2020,March,13,30/03/2020,30/03/2020,5/04/2020
2020,March,13,31/03/2020,30/03/2020,5/04/2020
2020,March,13,1/04/2020,30/03/2020,5/04/2020
2020,March,13,2/04/2020,30/03/2020,5/04/2020
2020,March,13,3/04/2020,30/03/2020,5/04/2020
2020,March,13,4/04/2020,30/03/2020,5/04/2020
2020,March,13,5/04/2020,30/03/2020,5/04/2020
2020,April,14,6/04/2020,6/04/2020,12/04/2020
2020,April,14,7/04/2020,6/04/2020,12/04/2020
2020,April,14,8/04/2020,6/04/2020,12/04/2020
2020,April,14,9/04/2020,6/04/2020,12/04/2020
2020,April,14,10/04/2020,6/04/2020,12/04/2020
2020,April,14,11/04/2020,6/04/2020,12/04/2020
2020,April,14,12/04/2020,6/04/2020,12/04/2020
2020,April,15,13/04/2020,13/04/2020,19/04/2020
2020,April,15,14/04/2020,13/04/2020,19/04/2020
2020,April,15,15/04/2020,13/04/2020,19/04/2020
2020,April,15,16/04/2020,13/04/2020,19/04/2020
2020,April,15,17/04/2020,13/04/2020,19/04/2020
2020,April,15,18/04/2020,13/04/2020,19/04/2020
2020,April,15,19/04/2020,13/04/2020,19/04/2020
2020,April,16,20/04/2020,20/04/2020,26/04/2020
2020,April,16,21/04/2020,20/04/2020,26/04/2020
2020,April,16,22/04/2020,20/04/2020,26/04/2020
2020,April,16,23/04/2020,20/04/2020,26/04/2020
2020,April,16,24/04/2020,20/04/2020,26/04/2020
2020,April,16,25/04/2020,20/04/2020,26/04/2020
2020,April,16,26/04/2020,20/04/2020,26/04/2020
2020,April,17,27/04/2020,27/04/2020,3/05/2020
2020,April,17,28/04/2020,27/04/2020,3/05/2020
2020,April,17,29/04/2020,27/04/2020,3/05/2020
2020,April,17,30/04/2020,27/04/2020,3/05/2020
2020,April,17,1/05/2020,27/04/2020,3/05/2020
2020,April,17,2/05/2020,27/04/2020,3/05/2020
2020,April,17,3/05/2020,27/04/2020,3/05/2020
2020,May,18,4/05/2020,4/05/2020,10/05/2020
2020,May,18,5/05/2020,4/05/2020,10/05/2020
2020,May,18,6/05/2020,4/05/2020,10/05/2020
2020,May,18,7/05/2020,4/05/2020,10/05/2020
2020,May,18,8/05/2020,4/05/2020,10/05/2020
2020,May,18,9/05/2020,4/05/2020,10/05/2020
2020,May,18,10/05/2020,4/05/2020,10/05/2020
2020,May,19,11/05/2020,11/05/2020,17/05/2020
2020,May,19,12/05/2020,11/05/2020,17/05/2020
2020,May,19,13/05/2020,11/05/2020,17/05/2020
2020,May,19,14/05/2020,11/05/2020,17/05/2020
2020,May,19,15/05/2020,11/05/2020,17/05/2020
2020,May,19,16/05/2020,11/05/2020,17/05/2020
2020,May,19,17/05/2020,11/05/2020,17/05/2020
2020,May,20,18/05/2020,18/05/2020,24/05/2020
2020,May,20,19/05/2020,18/05/2020,24/05/2020
2020,May,20,20/05/2020,18/05/2020,24/05/2020
2020,May,20,21/05/2020,18/05/2020,24/05/2020
2020,May,20,22/05/2020,18/05/2020,24/05/2020
2020,May,20,23/05/2020,18/05/2020,24/05/2020
2020,May,20,24/05/2020,18/05/2020,24/05/2020
2020,May,21,25/05/2020,25/05/2020,31/05/2020
2020,May,21,26/05/2020,25/05/2020,31/05/2020
2020,May,21,27/05/2020,25/05/2020,31/05/2020
2020,May,21,28/05/2020,25/05/2020,31/05/2020
2020,May,21,29/05/2020,25/05/2020,31/05/2020
2020,May,21,30/05/2020,25/05/2020,31/05/2020
2020,May,21,31/05/2020,25/05/2020,31/05/2020
2020,June,22,1/06/2020,1/06/2020,7/06/2020
2020,June,22,2/06/2020,1/06/2020,7/06/2020
2020,June,22,3/06/2020,1/06/2020,7/06/2020
2020,June,22,4/06/2020,1/06/2020,7/06/2020
2020,June,22,5/06/2020,1/06/2020,7/06/2020
2020,June,22,6/06/2020,1/06/2020,7/06/2020
2020,June,22,7/06/2020,1/06/2020,7/06/2020
2020,June,23,8/06/2020,8/06/2020,14/06/2020
2020,June,23,9/06/2020,8/06/2020,14/06/2020
2020,June,23,10/06/2020,8/06/2020,14/06/2020
2020,June,23,11/06/2020,8/06/2020,14/06/2020
2020,June,23,12/06/2020,8/06/2020,14/06/2020
2020,June,23,13/06/2020,8/06/2020,14/06/2020
2020,June,23,14/06/2020,8/06/2020,14/06/2020
2020,June,24,15/06/2020,15/06/2020,21/06/2020
2020,June,24,16/06/2020,15/06/2020,21/06/2020
2020,June,24,17/06/2020,15/06/2020,21/06/2020
2020,June,24,18/06/2020,15/06/2020,21/06/2020
2020,June,24,19/06/2020,15/06/2020,21/06/2020
2020,June,24,20/06/2020,15/06/2020,21/06/2020
2020,June,24,21/06/2020,15/06/2020,21/06/2020
2020,June,25,22/06/2020,22/06/2020,28/06/2020
2020,June,25,23/06/2020,22/06/2020,28/06/2020
2020,June,25,24/06/2020,22/06/2020,28/06/2020
2020,June,25,25/06/2020,22/06/2020,28/06/2020
2020,June,25,26/06/2020,22/06/2020,28/06/2020
2020,June,25,27/06/2020,22/06/2020,28/06/2020
2020,June,25,28/06/2020,22/06/2020,28/06/2020
2020,July,26,29/06/2020,29/06/2020,5/07/2020
2020,July,26,30/06/2020,29/06/2020,5/07/2020
2020,July,26,1/07/2020,29/06/2020,5/07/2020
2020,July,26,2/07/2020,29/06/2020,5/07/2020
2020,July,26,3/07/2020,29/06/2020,5/07/2020
2020,July,26,4/07/2020,29/06/2020,5/07/2020
2020,July,26,5/07/2020,29/06/2020,5/07/2020
2020,July,27,6/07/2020,6/07/2020,12/07/2020
2020,July,27,7/07/2020,6/07/2020,12/07/2020
2020,July,27,8/07/2020,6/07/2020,12/07/2020
2020,July,27,9/07/2020,6/07/2020,12/07/2020
2020,July,27,10/07/2020,6/07/2020,12/07/2020
2020,July,27,11/07/2020,6/07/2020,12/07/2020
2020,July,27,12/07/2020,6/07/2020,12/07/2020
2020,July,28,13/07/2020,13/07/2020,19/07/2020
2020,July,28,14/07/2020,13/07/2020,19/07/2020
2020,July,28,15/07/2020,13/07/2020,19/07/2020
2020,July,28,16/07/2020,13/07/2020,19/07/2020
2020,July,28,17/07/2020,13/07/2020,19/07/2020
2020,July,28,18/07/2020,13/07/2020,19/07/2020
2020,July,28,19/07/2020,13/07/2020,19/07/2020
2020,July,29,20/07/2020,20/07/2020,26/07/2020
2020,July,29,21/07/2020,20/07/2020,26/07/2020
2020,July,29,22/07/2020,20/07/2020,26/07/2020
2020,July,29,23/07/2020,20/07/2020,26/07/2020
2020,July,29,24/07/2020,20/07/2020,26/07/2020
2020,July,29,25/07/2020,20/07/2020,26/07/2020
2020,July,29,26/07/2020,20/07/2020,26/07/2020
2020,July,30,27/07/2020,27/07/2020,2/08/2020
2020,July,30,28/07/2020,27/07/2020,2/08/2020
2020,July,30,29/07/2020,27/07/2020,2/08/2020
2020,July,30,30/07/2020,27/07/2020,2/08/2020
2020,July,30,31/07/2020,27/07/2020,2/08/2020
2020,July,30,1/08/2020,27/07/2020,2/08/2020
2020,July,30,2/08/2020,27/07/2020,2/08/2020
2020,August,31,3/08/2020,3/08/2020,9/08/2020
2020,August,31,4/08/2020,3/08/2020,9/08/2020
2020,August,31,5/08/2020,3/08/2020,9/08/2020
2020,August,31,6/08/2020,3/08/2020,9/08/2020
2020,August,31,7/08/2020,3/08/2020,9/08/2020
2020,August,31,8/08/2020,3/08/2020,9/08/2020
2020,August,31,9/08/2020,3/08/2020,9/08/2020
2020,August,32,10/08/2020,10/08/2020,16/08/2020
2020,August,32,11/08/2020,10/08/2020,16/08/2020
2020,August,32,12/08/2020,10/08/2020,16/08/2020
2020,August,32,13/08/2020,10/08/2020,16/08/2020
2020,August,32,14/08/2020,10/08/2020,16/08/2020
2020,August,32,15/08/2020,10/08/2020,16/08/2020
2020,August,32,16/08/2020,10/08/2020,16/08/2020
2020,August,33,17/08/2020,17/08/2020,23/08/2020
2020,August,33,18/08/2020,17/08/2020,23/08/2020
2020,August,33,19/08/2020,17/08/2020,23/08/2020
2020,August,33,20/08/2020,17/08/2020,23/08/2020
2020,August,33,21/08/2020,17/08/2020,23/08/2020
2020,August,33,22/08/2020,17/08/2020,23/08/2020
2020,August,33,23/08/2020,17/08/2020,23/08/2020
2020,August,34,24/08/2020,24/08/2020,30/08/2020
2020,August,34,25/08/2020,24/08/2020,30/08/2020
2020,August,34,26/08/2020,24/08/2020,30/08/2020
2020,August,34,27/08/2020,24/08/2020,30/08/2020
2020,August,34,28/08/2020,24/08/2020,30/08/2020
2020,August,34,29/08/2020,24/08/2020,30/08/2020
2020,August,34,30/08/2020,24/08/2020,30/08/2020
2020,August,35,31/08/2020,31/08/2020,6/09/2020
2020,August,35,1/09/2020,31/08/2020,6/09/2020
2020,August,35,2/09/2020,31/08/2020,6/09/2020
2020,August,35,3/09/2020,31/08/2020,6/09/2020
2020,August,35,4/09/2020,31/08/2020,6/09/2020
2020,August,35,5/09/2020,31/08/2020,6/09/2020
2020,August,35,6/09/2020,31/08/2020,6/09/2020
2020,September,36,7/09/2020,7/09/2020,13/09/2020
2020,September,36,8/09/2020,7/09/2020,13/09/2020
2020,September,36,9/09/2020,7/09/2020,13/09/2020
